"Species	";Wood_density;"Source	";sp
Aloysia virgata ;0.6;Literatura;1
Aloysia virgata ;0.6262;Amostrada;1
Aloysia virgata ;0.5646;Amostrada;1
Aloysia virgata ;0.6076;Amostrada;1
Aloysia virgata ;0.6043;Amostrada;1
Aloysia virgata ;0.6744;Amostrada;1
Aloysia virgata ;0.6244;Amostrada;1
Anadenanthera colubrina ;0.62;Literatura;2
Anadenanthera colubrina ;0.86;Literatura;2
Anadenanthera colubrina ;0.86;Literatura;2
Anadenanthera colubrina ;0.99;Literatura;2
Anadenanthera colubrina ;0.8428;Literatura;2
Anadenanthera colubrina ;0.88;Literatura;2
Anadenanthera colubrina ;0.78;Literatura;2
Anadenanthera colubrina ;0.85;Literatura;2
Anadenanthera colubrina ;0.7046;Amostrada;2
Anadenanthera colubrina ;0.6924;Amostrada;2
Anadenanthera colubrina ;0.6908;Amostrada;2
Anadenanthera colubrina ;0.7791;Amostrada;2
Anadenanthera colubrina ;0.6014;Amostrada;2
Anadenanthera colubrina ;0.6226;Amostrada;2
Aspidosperma polyneuron ;0.54;Literatura;3
Aspidosperma polyneuron ;0.69;Literatura;3
Aspidosperma polyneuron ;0.77;Literatura;3
Aspidosperma polyneuron ;0.65;Literatura;3
Aspidosperma polyneuron ;0.79;Literatura;3
Aspidosperma polyneuron ;0.85;Literatura;3
Aspidosperma polyneuron ;0.5848;Literatura;3
Aspidosperma polyneuron ;0.73;Literatura;3
Aspidosperma polyneuron ;0.794;Literatura;3
Aspidosperma polyneuron ;0.6889;Amostrada;3
Aspidosperma polyneuron ;0.7308;Amostrada;3
Aspidosperma polyneuron ;0.7033;Amostrada;3
Aspidosperma polyneuron ;0.6875;Amostrada;3
Cedrela fissilis ;0.44;Literatura;4
Cedrela fissilis ;0.55;Literatura;4
Cedrela fissilis ;0.55;Literatura;4
Cedrela fissilis ;0.42;Literatura;4
Cedrela fissilis ;0.473;Literatura;4
Cedrela fissilis ;0.34;Literatura;4
Cedrela fissilis ;0.3184;Amostrada;4
Cedrela fissilis ;0.3188;Amostrada;4
Cedrela fissilis ;0.3704;Amostrada;4
Cedrela fissilis ;0.3423;Amostrada;4
Cedrela fissilis ;0.3865;Amostrada;4
Cedrela fissilis ;0.3912;Amostrada;4
Ceiba speciosa ;0.18;Literatura;5
Ceiba speciosa ;0.28;Literatura;5
Ceiba speciosa ;0.56;Literatura;5
Ceiba speciosa ;0.2236;Literatura;5
Ceiba speciosa ;0.2727;Amostrada;5
Ceiba speciosa ;0.3813;Amostrada;5
Ceiba speciosa ;0.3879;Amostrada;5
Ceiba speciosa ;0.4802;Amostrada;5
Ceiba speciosa ;0.3331;Amostrada;5
Centrolobium tomentosum ;0.55;Literatura;6
Centrolobium tomentosum ;0.58;Literatura;6
Centrolobium tomentosum ;0.75;Literatura;6
Centrolobium tomentosum ;0.58;Literatura;6
Centrolobium tomentosum ;0.583;Amostrada;6
Centrolobium tomentosum ;0.5893;Amostrada;6
Centrolobium tomentosum ;0.5729;Amostrada;6
Centrolobium tomentosum ;0.5625;Amostrada;6
Centrolobium tomentosum ;0.594;Amostrada;6
Centrolobium tomentosum ;0.5246;Amostrada;6
Citharexylum myrianthum ;0.4;Literatura;7
Citharexylum myrianthum ;0.57;Literatura;7
Citharexylum myrianthum ;0.3921;Amostrada;7
Citharexylum myrianthum ;0.3563;Amostrada;7
Citharexylum myrianthum ;0.3679;Amostrada;7
Citharexylum myrianthum ;0.34;Amostrada;7
Citharexylum myrianthum ;0.3917;Amostrada;7
Citharexylum myrianthum ;0.4143;Amostrada;7
Copaifera langsdorffii ;0.52;Literatura;8
Copaifera langsdorffii ;0.7;Literatura;8
Copaifera langsdorffii ;0.7;Literatura;8
Copaifera langsdorffii ;0.6;Literatura;8
Copaifera langsdorffii ;0.5537;Amostrada;8
Copaifera langsdorffii ;0.5676;Amostrada;8
Copaifera langsdorffii ;0.6478;Amostrada;8
Copaifera langsdorffii ;0.551;Amostrada;8
Copaifera langsdorffii ;0.6144;Amostrada;8
Copaifera langsdorffii ;0.515;Amostrada;8
Croton floribundus ;0.4;Literatura;9
Croton floribundus ;0.49;Literatura;9
Croton floribundus ;0.6;Literatura;9
Croton floribundus ;0.395;Amostrada;9
Croton floribundus ;0.4637;Amostrada;9
Croton floribundus ;0.4286;Amostrada;9
Croton floribundus ;0.4063;Amostrada;9
Croton floribundus ;0.4379;Amostrada;9
Croton floribundus ;0.4507;Amostrada;9
Dipteryx alata Vogel ;0.73;Literatura;10
Dipteryx alata Vogel ;0.98;Literatura;10
Dipteryx alata Vogel ;1.1;Literatura;10
Dipteryx alata Vogel ;0.89;Literatura;10
Dipteryx alata Vogel ;1.04;Literatura;10
Dipteryx alata Vogel ;0.88;Literatura;10
Dipteryx alata Vogel ;0.6561;Amostrada;10
Dipteryx alata Vogel ;0.7165;Amostrada;10
