total_inventory_individuals,inventory_individuals_in_scaling,species_in_scaling,inventory_individuals_coverage_pct,total_basal_area_coverage_pct,inventoried_area_per_site_ha
1478,1136,30,76.86062246278755,90.97597408306541,0.675
