treatment,site,block,plot,tree_id,family,scientific_name,height_m,DBH1_cm,DBH2_cm,DBH3_cm,DBH4_cm,DBH5_cm,DBH6_cm,DBH7_cm,DBH8_cm,DBH9_cm,DBH10_cm,DBH11_cm
CON,2,3,1,733,Meliaceae,Cedrela fissilis Vell.,17.4,68.1,,,,,,,,,,
CON,2,3,1,734,Meliaceae,Trichilia pallida Sw.,5.7,6.6,4.9,5.0,,,,,,,,
CON,2,3,1,735,Fabaceae,Inga laurina,7.2,8.4,,,,,,,,,,
CON,2,3,1,736,Fabaceae,Dahlstedtia muehlbergiana,6.5,7.5,,,,,,,,,,
CON,2,3,1,737,Fabaceae,Inga laurina,6.6,5.4,,,,,,,,,,
CON,2,3,1,738,Meliaceae,Trichilia pallida Sw.,4.1,6.3,4.2,,,,,,,,,
CON,2,3,1,739,Fabaceae,Platypodium elegans Vogel,9.8,13.9,,,,,,,,,,
CON,2,3,1,740,Anacardiaceae,Schinus terebinthifolia Raddi.,7.0,6.2,,,,,,,,,,
CON,2,3,1,741,Fabaceae,Dahlstedtia muehlbergiana,4.4,5.5,,,,,,,,,,
CON,2,3,1,742,Fabaceae,Dahlstedtia muehlbergiana,7.1,14.1,,,,,,,,,,
CON,2,3,1,743,Fabaceae,Dahlstedtia muehlbergiana,5.2,8.0,,,,,,,,,,
CON,2,3,1,744,Asteraceae,Moquiniastrum polymorphum (Less.) G. Sancho,6.5,10.8,,,,,,,,,,
CON,2,3,1,745,Fabaceae,Dahlstedtia muehlbergiana,6.2,7.0,3.5,,,,,,,,,
CON,2,3,1,746,Meliaceae,Trichilia pallida Sw.,5.2,6.4,5.3,,,,,,,,,
CON,2,3,1,747,Myrtaceae,Psidium guajava L.,3.8,5.5,4.2,,,,,,,,,
CON,2,3,1,748,Fabaceae,Peltophorum dubium (Spreng.) Taub.,3.7,8.0,,,,,,,,,,
CON,2,3,1,749,Myrtaceae,Psidium guajava L.,4.2,5.1,5.8,3.1,4.1,,,,,,,
CON,2,3,1,750,Meliaceae,Cedrela fissilis Vell.,3.7,5.5,,,,,,,,,,
CON,2,3,2,751,Asteraceae,Moquiniastrum polymorphum (Less.) G. Sancho,9.1,19.2,19.6,,,,,,,,,
CON,2,3,2,752,Bignoniaceae,Handroanthus ochraceus,5.0,7.5,,,,,,,,,,
CON,2,3,2,753,Fabaceae,Piptadenia gonoacantha (Mart.) J.F.Macbr.,9.9,9.3,,,,,,,,,,
CON,2,3,2,754,Meliaceae,Trichilia pallida Sw.,5.0,7.3,,,,,,,,,,
CON,2,3,2,755,Asteraceae,Moquiniastrum polymorphum (Less.) G. Sancho,10.1,24.3,,,,,,,,,,
CON,2,3,2,756,Meliaceae,Trichilia pallida Sw.,5.8,5.6,,,,,,,,,,
CON,2,3,2,757,Meliaceae,Trichilia pallida Sw.,5.5,5.0,,,,,,,,,,
CON,2,3,2,758,Meliaceae,Trichilia pallida Sw.,6.1,5.3,,,,,,,,,,
CON,2,3,2,759,Meliaceae,Trichilia pallida Sw.,5.2,5.4,,,,,,,,,,
CON,2,3,2,760,Boraginaceae,Cordia americana (L.) Gottshling & J. E. Mill.,6.3,6.8,13.8,15.6,9.1,6.3,6.2,,,,,
CON,2,3,2,761,Asteraceae,Moquiniastrum polymorphum (Less.) G. Sancho,7.2,16.2,,,,,,,,,,
CON,2,3,2,762,Fabaceae,Dahlstedtia muehlbergiana,5.7,7.0,,,,,,,,,,
CON,2,3,2,763,Asteraceae,Moquiniastrum polymorphum (Less.) G. Sancho,4.3,6.3,4.3,2.7,,,,,,,,
CON,2,3,2,764,Meliaceae,Trichilia pallida Sw.,6.0,7.1,,,,,,,,,,
CON,2,3,2,765,Asteraceae,Moquiniastrum polymorphum (Less.) G. Sancho,7.1,7.0,,,,,,,,,,
CON,2,3,2,766,Asteraceae,Moquiniastrum polymorphum (Less.) G. Sancho,7.9,6.7,13.0,,,,,,,,,
DIV,2,1,2,767,Myrtaceae,Psidium guajava L.,6.2,6.4,,,,,,,,,,
DIV,2,1,2,768,Myrtaceae,Psidium guajava L.,4.5,6.3,,,,,,,,,,
DIV,2,2,2,769,Euphorbiaceae,Croton floribundus Spreng.,15.5,18.8,22.4,,,,,,,,,
CMLT,1,3,1,1201,Fabaceae,Copaifera langsdorffii Desf.,17.0,19.1,,,,,,,,,,
CMLT,1,3,1,1202,Fabaceae,Pterogyne nitens Tul.,12.9,12.0,8.7,,,,,,,,,
CMLT,1,3,1,1203,Fabaceae,Hymenaea courbaril L.,15.3,16.4,,,,,,,,,,
CMLT,1,3,1,1204,Fabaceae,Hymenaea courbaril L.,11.0,13.2,,,,,,,,,,
CMLT,1,3,1,1205,Fabaceae,Pterogyne nitens Tul.,11.6,10.5,16.7,9.9,,,,,,,,
CMLT,1,3,1,1206,Fabaceae,Hymenaea courbaril L.,7.2,10.1,,,,,,,,,,
CMLT,1,3,1,1207,Cannabaceae,Celtis iguanaea (Jacq.) Sarg.,7.3,5.3,,,,,,,,,,
CMLT,1,3,1,1208,Apocynaceae,Aspidosperma polyneuron Müll. Arg.,8.1,7.3,,,,,,,,,,
CMLT,1,3,1,1209,Fabaceae,Copaifera langsdorffii Desf.,10.2,11.8,,,,,,,,,,
CMLT,1,3,1,1210,Fabaceae,Copaifera langsdorffii Desf.,11.1,8.1,,,,,,,,,,
CMLT,1,3,1,1211,Fabaceae,Lonchocaspus cultratus,20.3,24.9,,,,,,,,,,
CMLT,1,3,1,1212,Euphorbiaceae,Alchornea glandulosa,8.2,5.1,,,,,,,,,,
CMLT,1,3,1,1213,Fabaceae,Myroxylum peruiferum L. f.,19.3,21.5,,,,,,,,,,
CMLT,1,3,1,1214,Fabaceae,Copaifera langsdorffii Desf.,10.9,11.9,13.2,,,,,,,,,
CMLT,1,3,2,1216,Fabaceae,Lonchocaspus cultratus,25.4,26.2,,,,,,,,,,
CMLT,1,3,2,1217,Fabaceae,Piptadenia gonoacantha (Mart.) J.F.Macbr.,5.3,5.7,,,,,,,,,,
CMLT,1,3,2,1218,Fabaceae,Mimosa caesalpininiifolia Benth.,10.6,12.8,15.4,11.7,12.2,14.0,14.3,,,,,
CMLT,1,3,2,1219,Fabaceae,Myroxylum peruiferum L. f.,15.3,17.0,,,,,,,,,,
CMLT,1,3,2,1220,Fabaceae,Copaifera langsdorffii Desf.,10.9,10.9,,,,,,,,,,
CMLT,1,3,2,1221,Apocynaceae,Aspidosperma polyneuron Müll. Arg.,6.7,5.7,,,,,,,,,,
CMLT,1,3,2,1222,Fabaceae,Mimosa caesalpininiifolia Benth.,18.0,16.0,11.3,5.7,21.0,5.9,6.3,,,,,
CMLT,1,3,2,1223,Fabaceae,Mimosa caesalpininiifolia Benth.,15.9,22.3,16.5,21.5,19.3,,,,,,,
CMLT,1,3,2,1224,Fabaceae,Piptadenia gonoacantha (Mart.) J.F.Macbr.,9.4,5.9,,,,,,,,,,
CMLT,1,3,2,1225,Fabaceae,Pterogyne nitens Tul.,11.4,11.7,,,,,,,,,,
CMLT,1,3,2,1226,Fabaceae,Piptadenia gonoacantha (Mart.) J.F.Macbr.,8.3,6.7,,,,,,,,,,
CMLT,1,3,2,1227,Fabaceae,Piptadenia gonoacantha (Mart.) J.F.Macbr.,7.1,5.1,,,,,,,,,,
CMLT,1,3,2,1228,Apocynaceae,Aspidosperma polyneuron Müll. Arg.,7.0,9.2,,,,,,,,,,
CMLT,1,3,2,1229,Fabaceae,Pterogyne nitens Tul.,11.3,18.6,,,,,,,,,,
CMLT,1,3,2,1230,Fabaceae,Mimosa caesalpininiifolia Benth.,7.3,16.4,,,,,,,,,,
CMLT,1,3,2,1231,Fabaceae,Hymenaea courbaril L.,8.8,6.4,,,,,,,,,,
CMLM,1,3,1,1232,Fabaceae,Anadenanthera colubrina var. cebil (Griseb.) Altschul,15.1,20.4,,,,,,,,,,
CMLM,1,3,1,1233,Meliaceae,Cedrela fissilis Vell.,4.0,11.0,,,,,,,,,,
CMLM,1,3,1,1234,Fabaceae,Enterolobium contortisiliquum (Vell.) Morong,6.3,7.0,,,,,,,,,,
CMLM,1,3,1,1235,Fabaceae,Anadenanthera colubrina var. cebil (Griseb.) Altschul,11.3,8.2,,,,,,,,,,
CMLM,1,3,1,1236,Fabaceae,Anadenanthera colubrina var. cebil (Griseb.) Altschul,21.6,43.1,,,,,,,,,,
CMLM,1,3,1,1237,Fabaceae,Pterogyne nitens Tul.,4.5,5.3,4.4,,,,,,,,,
CMLM,1,3,1,1238,Fabaceae,Senegalia polyphylla (DC.) Britton & Rose,9.5,7.0,2.5,,,,,,,,,
CMLM,1,3,1,1239,Fabaceae,Anadenanthera colubrina var. cebil (Griseb.) Altschul,9.9,8.2,,,,,,,,,,
CMLM,1,3,1,1240,Bignoniaceae,Handroanthus impetiginosus (Mart. ex DC.) Mattos,15.8,13.7,,,,,,,,,,
CMLM,1,3,1,1241,Bignoniaceae,Tabebuia roseoalba,7.0,11.2,,,,,,,,,,
CMLM,1,3,1,1242,Fabaceae,Hymenaea courbaril L.,11.0,9.8,,,,,,,,,,
CMLM,1,3,1,1243,Fabaceae,Pterogyne nitens Tul.,6.4,8.1,2.1,,,,,,,,,
CMLM,1,3,1,1244,Bignoniaceae,Zeyheria tuberculosa (Vell.) Bureau ex Verl.,5.6,6.1,,,,,,,,,,
CMLM,1,3,1,1245,Fabaceae,Hymenaea courbaril L.,9.8,11.1,,,,,,,,,,
CMLM,1,3,1,1246,Fabaceae,Anadenanthera colubrina var. cebil (Griseb.) Altschul,14.1,17.0,14.3,,,,,,,,,
CMLM,1,3,1,1247,Fabaceae,Anadenanthera colubrina var. cebil (Griseb.) Altschul,6.4,6.7,,,,,,,,,,
CMLM,1,3,1,1248,Apocynaceae,Tabernaemontana hystrix Steud.,5.8,5.4,,,,,,,,,,
CMLM,1,3,1,1249,Fabaceae,Anadenanthera colubrina var. cebil (Griseb.) Altschul,24.7,90.5,,,,,,,,,,
CMLM,1,3,1,1250,Meliaceae,Cedrela fissilis Vell.,9.5,10.9,11.3,,,,,,,,,
CMLM,1,3,2,1251,Fabaceae,Senegalia polyphylla (DC.) Britton & Rose,17.7,43.1,,,,,,,,,,
CMLM,1,3,2,1252,Meliaceae,Cedrela fissilis Vell.,6.5,8.6,,,,,,,,,,
CMLM,1,3,2,1253,Fabaceae,Anadenanthera colubrina var. cebil (Griseb.) Altschul,23.8,21.8,28.9,,,,,,,,,
CMLM,1,3,2,1254,Fabaceae,Pterogyne nitens Tul.,10.7,11.3,,,,,,,,,,
CMLM,1,3,2,1255,Fabaceae,Hymenaea courbaril L.,8.9,7.6,,,,,,,,,,
CMLM,1,3,2,1256,Bignoniaceae,Cybistax antisyphilitica (Mart.) Mart.,5.5,6.6,4.2,3.2,,,,,,,,
CMLM,1,3,2,1257,Fabaceae,Pterogyne nitens Tul.,11.4,9.3,14.9,,,,,,,,,
CMLM,1,3,2,1258,Urticaceae,Urera baccifera (L.) Gaudich. ex Wedd.,6.3,9.6,4.1,,,,,,,,,
CMLM,1,3,2,1259,Meliaceae,Guarea guidonia (L.) Sleumer,7.6,6.7,,,,,,,,,,
CMLM,1,3,2,1260,Fabaceae,Hymenaea courbaril L.,9.1,6.7,,,,,,,,,,
CMLM,1,3,2,1261,Lauraceae,Nectandra megapotamica (Spreng.) Mez,7.9,7.5,,,,,,,,,,
CMLM,1,3,2,1262,Urticaceae,Cecropia sp.,13.0,11.4,,,,,,,,,,
CMLM,1,3,2,1263,Fabaceae,Anadenanthera colubrina var. cebil (Griseb.) Altschul,7.3,10.5,,,,,,,,,,
CMLM,1,3,2,1264,Fabaceae,Pterogyne nitens Tul.,9.5,11.4,,,,,,,,,,
CMLM,1,3,2,1265,Fabaceae,Hymenaea courbaril L.,6.3,7.0,,,,,,,,,,
CMLM,1,3,2,1266,Fabaceae,Pterogyne nitens Tul.,12.3,6.7,4.8,,,,,,,,,
CMLM,1,3,2,1267,Meliaceae,Trichilia clausseni C. DC.,13.0,12.8,,,,,,,,,,
CMLM,1,3,2,1268,Meliaceae,Cedrela fissilis Vell.,12.1,21.4,,,,,,,,,,
CMLM,1,3,2,1269,Fabaceae,Enterolobium contortisiliquum (Vell.) Morong,10.3,15.0,18.8,,,,,,,,,
CON,1,1,1,1270,Fabaceae,Machaerium brasiliensis,7.9,14.9,,,,,,,,,,
CON,1,1,1,1271,Fabaceae,Machaerium brasiliensis,10.0,16.4,,,,,,,,,,
CON,1,1,1,1272,Apocynaceae,Tabernaemontana hystrix Steud.,7.2,10.5,7.5,,,,,,,,,
CON,1,1,1,1273,Fabaceae,Machaerium brasiliensis,4.0,7.0,,,,,,,,,,
CON,1,1,1,1274,Fabaceae,Lonchocaspus cultratus,6.5,9.8,,,,,,,,,,
CON,1,1,1,1275,Lauraceae,Nectandra megapotamica (Spreng.) Mez,4.6,12.1,,,,,,,,,,
CON,1,1,2,1276,Fabaceae,Machaerium brasiliensis,9.5,15.7,,,,,,,,,,
CON,1,1,2,1277,Fabaceae,Machaerium brasiliensis,5.6,7.6,2.8,,,,,,,,,
CON,1,1,2,1278,Fabaceae,Lonchocaspus cultratus,6.0,5.0,,,,,,,,,,
CON,1,1,2,1279,Fabaceae,Lonchocaspus cultratus,8.9,11.7,,,,,,,,,,
CON,1,1,2,1280,Fabaceae,Lonchocaspus cultratus,4.3,5.0,,,,,,,,,,
CON,1,1,2,1281,Fabaceae,Lonchocaspus cultratus,4.8,8.4,,,,,,,,,,
CON,1,1,2,1282,Fabaceae,Lonchocaspus cultratus,6.9,8.2,,,,,,,,,,
CON,1,1,2,1283,Meliaceae,Cedrela fissilis Vell.,15.6,25.3,,,,,,,,,,
CON,1,1,2,1284,Fabaceae,Machaerium brasiliensis,7.5,16.5,,,,,,,,,,
CON,1,1,2,1285,Meliaceae,Cabralea canjerana (Vell.) Mart.,7.8,14.1,,,,,,,,,,
CON,1,1,2,1286,Fabaceae,Lonchocaspus cultratus,6.7,7.3,,,,,,,,,,
CON,1,1,2,1287,Fabaceae,Machaerium brasiliensis,6.0,10.2,,,,,,,,,,
CON,1,1,2,1288,Fabaceae,Lonchocaspus cultratus,6.9,9.1,,,,,,,,,,
CON,1,1,2,1289,Anacardiaceae,Astronium graveolens Jacq.,7.2,5.6,,,,,,,,,,
CON,1,1,2,1290,Fabaceae,Lonchocaspus cultratus,6.4,6.9,,,,,,,,,,
CON,1,1,2,1292,Fabaceae,Machaerium brasiliensis,3.8,5.6,,,,,,,,,,
CON,1,1,2,1293,Fabaceae,Machaerium brasiliensis,5.4,6.3,,,,,,,,,,
CON,1,1,2,1294,Fabaceae,Lonchocaspus cultratus,6.2,6.5,9.0,,,,,,,,,
CON,1,1,2,1295,Fabaceae,Lonchocaspus cultratus,5.7,8.6,6.3,,,,,,,,,
CON,1,1,2,1296,Verbenaceae,Aloysia virgata (Ruiz & Pav.) Juss.,10.0,12.5,,,,,,,,,,
CON,1,1,2,1297,Fabaceae,Lonchocaspus cultratus,5.5,6.2,,,,,,,,,,
CON,1,1,2,1298,Fabaceae,Machaerium brasiliensis,5.6,9.8,,,,,,,,,,
CON,1,1,2,1299,Fabaceae,Machaerium brasiliensis,4.5,8.5,,,,,,,,,,
DIV,1,1,1,1301,Fabaceae,Machaerium hirtum (Vell.) Stellfeld,12.8,8.3,6.3,13.2,,,,,,,,
DIV,1,1,1,1302,Fabaceae,Pterogyne nitens Tul.,12.5,11.0,,,,,,,,,,
DIV,1,1,1,1303,Anacardiaceae,Schinus terebinthifolia Raddi.,16.7,13.0,23.0,,,,,,,,,
DIV,1,1,1,1304,Anacardiaceae,Schinus terebinthifolia Raddi.,16.4,9.7,,,,,,,,,,
DIV,1,1,1,1305,Anacardiaceae,Schinus terebinthifolia Raddi.,14.7,16.1,20.7,10.6,,,,,,,,
DIV,1,1,1,1306,Fabaceae,Pterogyne nitens Tul.,17.5,24.6,,,,,,,,,,
DIV,1,1,1,1307,Sapindaceae,Allophylus edulis (A.St.-Hil. et al.) Hieron. ex Niederl.,9.7,6.4,6.3,10.3,6.1,5.0,5.1,,,,,
DIV,1,1,1,1308,Anacardiaceae,Schinus terebinthifolia Raddi.,14.5,7.2,8.3,9.7,24.3,13.9,13.4,,,,,
DIV,1,1,1,1309,Sapotaceae,Chrysophyllum gonocarpum (Mart. & Eichler ex Miq.) Engl.,9.1,6.3,,,,,,,,,,
DIV,1,1,1,1310,Myrtaceae,Eugenia pyriformis Cambess.,8.3,6.3,,,,,,,,,,
DIV,1,1,1,1311,Apocynaceae,Tabernaemontana hystrix Steud.,9.1,10.3,9.0,6.1,,,,,,,,
DIV,1,1,1,1312,Malvaceae,Luehea divaricata Mart & Zucc.,6.3,4.9,2.0,5.4,22.0,,,,,,,
DIV,1,1,2,1313,Fabaceae,Machaerium hirtum (Vell.) Stellfeld,12.7,9.2,,,,,,,,,,
DIV,1,1,2,1314,Fabaceae,Pterogyne nitens Tul.,15.3,16.5,,,,,,,,,,
DIV,1,1,2,1315,Myrtaceae,Eugenia uniflora L.,7.3,5.5,4.6,,,,,,,,,
DIV,1,1,2,1316,Myrtaceae,Eugenia uniflora L.,7.6,8.3,3.3,4.2,4.1,,,,,,,
DIV,1,1,2,1317,Fabaceae,Schizolobium parahyba (Vell.) Blake,19.1,27.6,,,,,,,,,,
DIV,1,1,2,1318,Meliaceae,Cedrela fissilis Vell.,9.3,14.0,,,,,,,,,,
DIV,1,1,2,1319,Anacardiaceae,Schinus terebinthifolia Raddi.,8.3,7.1,9.5,,,,,,,,,
DIV,1,1,2,1320,Fabaceae,Anadenanthera colubrina var. cebil (Griseb.) Altschul,17.9,23.9,,,,,,,,,,
DIV,1,1,2,1321,Fabaceae,Machaerium hirtum (Vell.) Stellfeld,13.8,14.9,,,,,,,,,,
DIV,1,1,2,1322,Fabaceae,Centrolobium tomentosum Guillem. ex Benth.,10.7,11.9,,,,,,,,,,
DIV,1,1,2,1323,Moraceae,Ficus sp.,14.0,22.3,,,,,,,,,,
DIV,1,1,2,1324,Anacardiaceae,Schinus terebinthifolia Raddi.,11.2,15.4,26.5,10.6,13.0,2.7,,,,,,
DIV,1,1,2,1325,Verbenaceae,Citharexylum myrianthum Cham.,12.0,28.2,,,,,,,,,,
DIV,1,1,2,1326,Fabaceae,Pterogyne nitens Tul.,11.0,9.8,,,,,,,,,,
DIV,1,1,2,1327,Fabaceae,Pterogyne nitens Tul.,6.8,5.4,,,,,,,,,,
DIV,1,1,2,1328,Fabaceae,Schizolobium parahyba (Vell.) Blake,18.3,23.9,,,,,,,,,,
DIV,1,1,2,1329,Fabaceae,Schizolobium parahyba (Vell.) Blake,18.8,48.2,,,,,,,,,,
DIV,1,1,2,1330,Apocynaceae,Tabernaemontana hystrix Steud.,9.6,13.0,,,,,,,,,,
DIV,1,1,2,1331,Myrtaceae,Eugenia uniflora L.,5.8,5.6,4.3,4.0,4.3,5.1,3.5,,,,,
DIV,1,1,2,1333,Sapindaceae,Allophylus edulis (A.St.-Hil. et al.) Hieron. ex Niederl.,3.0,8.6,2.5,3.0,,,,,,,,
DIV,1,1,2,1334,Myrtaceae,Eugenia uniflora L.,7.5,7.6,,,,,,,,,,
DIV,1,1,2,1335,Fabaceae,Piptadenia gonoacantha (Mart.) J.F.Macbr.,19.0,66.0,,,,,,,,,,
CMLT,1,2,1,1336,Fabaceae,Hymenaea courbaril L.,8.0,10.5,,,,,,,,,,
CMLT,1,2,1,1337,Fabaceae,Pterogyne nitens Tul.,16.7,31.9,8.1,,,,,,,,,
CMLT,1,2,1,1338,Meliaceae,Cedrela fissilis Vell.,13.5,18.5,,,,,,,,,,
CMLT,1,2,1,1339,Fabaceae,Hymenaea courbaril L.,8.5,8.0,,,,,,,,,,
CMLT,1,2,1,1340,Fabaceae,Pterogyne nitens Tul.,17.4,31.4,,,,,,,,,,
CMLT,1,2,1,1341,Fabaceae,Hymenaea courbaril L.,8.0,8.3,,,,,,,,,,
CMLT,1,2,1,1342,Fabaceae,Mimosa caesalpininiifolia Benth.,12.7,13.1,13.8,24.2,13.5,12.5,12.4,17.8,,,,
CMLT,1,2,1,1343,Lamiaceae,Aegiphila integrifolia (Jacq.) Moldenke,7.9,7.0,,,,,,,,,,
CMLT,1,2,1,1344,Fabaceae,Pterogyne nitens Tul.,13.4,13.9,22.3,,,,,,,,,
CMLT,1,2,1,1345,Fabaceae,Cassia ferruginea (Schrad.) Schrad. ex DC.,12.6,11.1,2.8,,,,,,,,,
CMLT,1,2,1,1346,Fabaceae,Mimosa caesalpininiifolia Benth.,12.3,20.6,,,,,,,,,,
CMLT,1,2,1,1347,Fabaceae,Pterogyne nitens Tul.,15.4,14.1,19.6,,,,,,,,,
CMLT,1,2,1,1348,Meliaceae,Cedrela fissilis Vell.,4.8,7.6,,,,,,,,,,
CMLT,1,2,2,1349,Bignoniaceae,Tabebuia roseoalba,6.1,11.1,,,,,,,,,,
CMLT,1,2,2,1350,Fabaceae,Hymenaea courbaril L.,11.1,9.5,,,,,,,,,,
CMLT,1,2,2,1351,Apocynaceae,Tabernaemontana hystrix Steud.,5.8,8.5,,,,,,,,,,
CMLT,1,2,2,1352,Fabaceae,Hymenaea courbaril L.,10.1,10.5,,,,,,,,,,
CMLT,1,2,2,1353,Lauraceae,Nectandra megapotamica (Spreng.) Mez,6.4,5.5,,,,,,,,,,
CMLT,1,2,2,1354,Fabaceae,Anadenanthera colubrina var. cebil (Griseb.) Altschul,20.6,34.2,,,,,,,,,,
CMLT,1,2,2,1355,Fabaceae,Hymenaea courbaril L.,8.9,10.8,,,,,,,,,,
CMLT,1,2,2,1356,Sapindaceae,Diatenopteryx sorbifolia Radlk.,7.6,6.0,,,,,,,,,,
CMLT,1,2,2,1357,Fabaceae,Mimosa caesalpininiifolia Benth.,10.6,17.0,22.3,,,,,,,,,
CMLT,1,2,2,1358,Fabaceae,Parapiptadenia rigida (Benth.) Brenan,6.4,8.6,,,,,,,,,,
CMLT,1,2,2,1359,Fabaceae,Enterolobium contortisiliquum (Vell.) Morong,5.8,8.5,,,,,,,,,,
CMLT,1,2,2,1360,Urticaceae,Urera baccifera (L.) Gaudich. ex Wedd.,5.3,10.7,,,,,,,,,,
CMLT,1,2,2,1361,Fabaceae,Anadenanthera colubrina var. cebil (Griseb.) Altschul,9.4,7.6,,,,,,,,,,
CMLT,1,2,2,1362,Fabaceae,Pterogyne nitens Tul.,7.4,13.1,,,,,,,,,,
CMLT,1,2,2,1363,Urticaceae,Cecropia pachystachya Trécul,9.1,14.1,,,,,,,,,,
CMLT,1,2,2,1364,Lauraceae,Nectandra megapotamica (Spreng.) Mez,5.0,5.3,,,,,,,,,,
CMLT,1,2,2,1365,Meliaceae,Cedrela fissilis Vell.,15.5,30.6,,,,,,,,,,
CMLT,1,2,2,1366,Malvaceae,Ceiba speciosa (A. St.-Hill) Ravenna,6.3,9.1,,,,,,,,,,
CMLT,1,2,2,1367,Meliaceae,Cedrela fissilis Vell.,5.8,10.1,,,,,,,,,,
CMLM,1,2,1,1368,Euphorbiaceae,Alchornea glandulosa,6.8,6.0,,,,,,,,,,
CMLM,1,2,1,1369,Meliaceae,Trichilia clausseni C. DC.,10.0,7.5,,,,,,,,,,
CMLM,1,2,1,1370,Fabaceae,Pterogyne nitens Tul.,14.5,19.0,21.6,17.1,,,,,,,,
CMLM,1,2,1,1371,Fabaceae,Hymenaea courbaril L.,6.1,7.9,,,,,,,,,,
CMLM,1,2,1,1372,Apocynaceae,Aspidosperma polyneuron Müll. Arg.,10.6,13.3,,,,,,,,,,
CMLM,1,2,1,1373,Apocynaceae,Aspidosperma polyneuron Müll. Arg.,10.3,13.0,,,,,,,,,,
CMLM,1,2,1,1374,Fabaceae,Copaifera langsdorffii Desf.,8.9,10.9,,,,,,,,,,
CMLM,1,2,1,1375,Meliaceae,Cedrela fissilis Vell.,10.3,17.7,,,,,,,,,,
CMLM,1,2,1,1376,Verbenaceae,Aloysia virgata (Ruiz & Pav.) Juss.,9.3,7.9,,,,,,,,,,
CMLM,1,2,1,1377,Fabaceae,Myroxylum peruiferum L. f.,4.9,5.2,,,,,,,,,,
CMLM,1,2,1,1378,Fabaceae,Piptadenia gonoacantha (Mart.) J.F.Macbr.,5.8,5.9,,,,,,,,,,
CMLM,1,2,1,1379,Euphorbiaceae,Alchornea glandulosa,8.8,8.4,,,,,,,,,,
CMLM,1,2,1,1380,Fabaceae,Copaifera langsdorffii Desf.,7.1,9.0,,,,,,,,,,
CMLM,1,2,1,1381,Lauraceae,Nectandra megapotamica (Spreng.) Mez,6.2,5.9,,,,,,,,,,
CMLM,1,2,1,1382,Apocynaceae,Aspidosperma polyneuron Müll. Arg.,8.7,9.7,,,,,,,,,,
CMLM,1,2,1,1383,Fabaceae,Pterogyne nitens Tul.,13.9,19.7,,,,,,,,,,
CMLM,1,2,1,1384,Fabaceae,Pterogyne nitens Tul.,19.0,38.8,,,,,,,,,,
CMLM,1,2,1,1385,Fabaceae,Hymenaea courbaril L.,12.9,16.4,,,,,,,,,,
CMLM,1,2,1,1386,Fabaceae,Hymenaea courbaril L.,5.6,5.4,,,,,,,,,,
CMLM,1,2,1,1387,Fabaceae,Piptadenia gonoacantha (Mart.) J.F.Macbr.,5.5,6.2,,,,,,,,,,
CMLM,1,2,1,1388,Fabaceae,Piptadenia gonoacantha (Mart.) J.F.Macbr.,7.3,8.0,,,,,,,,,,
CMLM,1,2,1,1389,Apocynaceae,Aspidosperma polyneuron Müll. Arg.,8.2,13.4,,,,,,,,,,
CMLM,1,2,1,1390,Fabaceae,Piptadenia gonoacantha (Mart.) J.F.Macbr.,4.6,6.0,,,,,,,,,,
CMLM,1,2,1,1391,Fabaceae,Mimosa caesalpininiifolia Benth.,5.9,6.0,,,,,,,,,,
CMLM,1,2,2,1392,Fabaceae,Hymenaea courbaril L.,9.9,14.3,,,,,,,,,,
CMLM,1,2,2,1393,Fabaceae,Hymenaea courbaril L.,9.7,9.2,,,,,,,,,,
CMLM,1,2,2,1394,Fabaceae,Pterogyne nitens Tul.,17.8,38.7,,,,,,,,,,
CMLM,1,2,2,1395,Verbenaceae,Aloysia virgata (Ruiz & Pav.) Juss.,6.7,6.5,,,,,,,,,,
CMLM,1,2,2,1396,Fabaceae,Copaifera langsdorffii Desf.,6.5,8.2,,,,,,,,,,
CMLM,1,2,2,1397,Fabaceae,Myroxylum peruiferum L. f.,21.8,30.1,,,,,,,,,,
CMLM,1,2,2,1398,Fabaceae,Myroxylum peruiferum L. f.,7.0,7.8,,,,,,,,,,
CMLM,1,2,2,1399,Fabaceae,Poecilanthe parviflora Benth.,4.7,5.8,,,,,,,,,,
SEM,1,3,1,1601,Fabaceae,Schizolobium parahyba (Vell.) Blake,26.1,34.4,,,,,,,,,,
SEM,1,3,1,1602,Fabaceae,Mimosa scabrella Benth.,8.1,8.9,,,,,,,,,,
SEM,1,3,1,1603,Fabaceae,Schizolobium parahyba (Vell.) Blake,24.2,42.0,,,,,,,,,,
SEM,1,3,1,1604,Fabaceae,Schizolobium parahyba (Vell.) Blake,28.8,46.3,39.8,,,,,,,,,
SEM,1,3,1,1605,Fabaceae,Schizolobium parahyba (Vell.) Blake,22.0,24.1,,,,,,,,,,
SEM,1,3,1,1606,Fabaceae,Schizolobium parahyba (Vell.) Blake,25.0,26.4,,,,,,,,,,
SEM,1,3,1,1607,Fabaceae,Piptadenia gonoacantha (Mart.) J.F.Macbr.,11.6,10.5,,,,,,,,,,
SEM,1,3,1,1608,Verbenaceae,Citharexylum myrianthum Cham.,7.9,6.0,,,,,,,,,,
SEM,1,3,1,1609,Fabaceae,Schizolobium parahyba (Vell.) Blake,22.6,28.5,,,,,,,,,,
SEM,1,3,1,1610,Fabaceae,Schizolobium parahyba (Vell.) Blake,26.0,32.2,,,,,,,,,,
